provider_id,provider_name,provider_region,provider_network_status,provider_contract_type,provider_risk_tier,provider_group,provider_start_date
P3743,Dr. Richard Garcia,Northeast,Out-of-Network,Value-Based,Medium,Group A,3/20/2020
P3744,Dr. Richard Johnson,South,In-Network,Shared Savings,Medium,Group C,8/29/2023
P3745,Dr. James Davis,South,Out-of-Network,Fee-for-Service,High,Group A,10/21/2019
P3746,Dr. Jennifer Jones,West,Out-of-Network,Capitated,High,Group A,12/26/2025
P3747,Dr. Linda Garcia,Northeast,Out-of-Network,Shared Savings,Medium,Group B,8/30/2025
P3748,Dr. William Miller,West,Out-of-Network,Fee-for-Service,Medium,Group B,12/25/2015
P3749,Dr. William Thomas,Northeast,Out-of-Network,Value-Based,High,Group A,3/21/2021
P3750,Dr. John Thomas,Midwest,Out-of-Network,Shared Savings,Low,Group B,7/9/2022
P3751,Dr. David Williams,Northeast,Out-of-Network,Capitated,Low,Academic,11/12/2020
P3752,Dr. William Smith,West,In-Network,Value-Based,Medium,Group B,3/1/2017
P3753,Dr. William Taylor,South,In-Network,Capitated,Medium,Group C,1/9/2021
P3754,Dr. Susan Williams,West,Out-of-Network,Fee-for-Service,High,Group B,12/27/2017
P3755,Dr. William Brown,Northeast,Out-of-Network,Fee-for-Service,High,Group A,2/3/2022
P3756,Dr. Mary Wilson,Midwest,In-Network,Shared Savings,Low,Academic,2/21/2016
P3757,Dr. David Davis,West,In-Network,Value-Based,Medium,Group A,10/11/2019
P3758,Dr. Elizabeth Davis,South,In-Network,Shared Savings,Medium,Academic,3/28/2016
P3759,Dr. James Williams,West,Out-of-Network,Shared Savings,High,Independent,3/30/2015
P3760,Dr. Jennifer Thomas,Midwest,Out-of-Network,Fee-for-Service,Medium,Group B,11/17/2016
P3761,Dr. John Williams,West,Out-of-Network,Shared Savings,Medium,Group C,3/13/2025
P3762,Dr. Linda Brown,West,In-Network,Capitated,Medium,Group C,8/4/2015
P3763,Dr. Mary Garcia,South,Out-of-Network,Shared Savings,High,Group C,5/11/2015
P3764,Dr. James Thomas,South,In-Network,Shared Savings,High,Group B,3/16/2025
P3765,Dr. Mary Smith,Northeast,Out-of-Network,Value-Based,High,Group B,2/18/2021
P3766,Dr. Linda Williams,Midwest,Out-of-Network,Value-Based,High,Group A,3/18/2017
P3767,Dr. John Wilson,South,In-Network,Capitated,Low,Group B,11/24/2016
P3768,Dr. Susan Garcia,West,In-Network,Fee-for-Service,Medium,Group C,10/2/2017
P3769,Dr. Patricia Johnson,Midwest,In-Network,Shared Savings,Low,Independent,7/9/2025
P3770,Dr. James Brown,South,In-Network,Shared Savings,Medium,Group B,4/19/2025
P3771,Dr. Richard Williams,West,Out-of-Network,Value-Based,Medium,Independent,2/27/2015
P3772,Dr. William Thomas,West,Out-of-Network,Value-Based,Medium,Independent,1/19/2020
P3773,Dr. Richard Thomas,West,Out-of-Network,Value-Based,Low,Group B,2/4/2018
P3774,Dr. David Jones,Northeast,In-Network,Shared Savings,Medium,Group B,10/8/2017
P3775,Dr. Richard Taylor,West,In-Network,Value-Based,Medium,Academic,9/23/2019
P3776,Dr. William Davis,West,Out-of-Network,Shared Savings,High,Group C,9/17/2015
P3777,Dr. William Jones,South,Out-of-Network,Shared Savings,High,Group B,2/13/2015
P3778,Dr. James Johnson,West,In-Network,Shared Savings,Low,Group B,8/12/2024
P3779,Dr. James Brown,Midwest,In-Network,Value-Based,High,Independent,5/31/2019
P3780,Dr. Richard Garcia,Northeast,In-Network,Fee-for-Service,High,Academic,5/17/2019
P3781,Dr. Richard Anderson,South,Out-of-Network,Shared Savings,Low,Group A,4/6/2025
P3782,Dr. David Anderson,West,In-Network,Value-Based,Low,Independent,2/6/2020
P3783,Dr. Robert Anderson,South,Out-of-Network,Capitated,High,Group C,6/3/2024
P3784,Dr. Barbara Johnson,West,In-Network,Fee-for-Service,High,Group A,7/28/2020
P3785,Dr. Patricia Wilson,Midwest,In-Network,Fee-for-Service,Low,Academic,6/26/2015
P3786,Dr. Mary Garcia,West,Out-of-Network,Capitated,High,Academic,7/4/2016
P3787,Dr. Michael Wilson,Northeast,Out-of-Network,Value-Based,Low,Group C,8/10/2019
P3788,Dr. Barbara Williams,Northeast,Out-of-Network,Value-Based,Low,Group C,9/9/2024
P3789,Dr. Barbara Smith,South,Out-of-Network,Capitated,Low,Group B,1/31/2025
P3790,Dr. Susan Davis,Northeast,Out-of-Network,Value-Based,Medium,Group C,10/27/2020
P3791,Dr. James Smith,West,Out-of-Network,Shared Savings,Medium,Independent,12/1/2021
P3792,Dr. David Jones,Midwest,In-Network,Shared Savings,High,Independent,8/11/2019
P3793,Dr. Susan Garcia,Northeast,Out-of-Network,Value-Based,High,Group A,8/8/2024
P3794,Dr. Barbara Brown,Northeast,In-Network,Shared Savings,High,Group B,1/21/2023
P3795,Dr. Patricia Taylor,Midwest,Out-of-Network,Fee-for-Service,Low,Academic,8/25/2024
P3796,Dr. Mary Anderson,Northeast,Out-of-Network,Fee-for-Service,High,Independent,6/1/2021
P3797,Dr. Mary Taylor,South,Out-of-Network,Capitated,Medium,Independent,2/16/2022
P3798,Dr. John Williams,West,In-Network,Value-Based,Medium,Group C,4/28/2018
P3799,Dr. Robert Garcia,Midwest,Out-of-Network,Capitated,Low,Group B,9/26/2020
P3800,Dr. Susan Taylor,Midwest,In-Network,Value-Based,Low,Academic,8/10/2025
P3801,Dr. Linda Jones,Northeast,Out-of-Network,Fee-for-Service,Low,Group A,12/20/2020
P3802,Dr. William Wilson,South,Out-of-Network,Value-Based,High,Group A,5/14/2023
P3803,Dr. James Johnson,Midwest,Out-of-Network,Shared Savings,Medium,Academic,12/14/2025
P3804,Dr. William Thomas,West,In-Network,Value-Based,Medium,Independent,8/14/2021
P3805,Dr. Linda Taylor,West,In-Network,Shared Savings,Low,Group C,9/28/2018
P3806,Dr. Barbara Thomas,Northeast,In-Network,Shared Savings,Low,Independent,6/7/2018
P3807,Dr. Richard Anderson,West,Out-of-Network,Capitated,Low,Independent,12/21/2016
P3808,Dr. William Davis,South,In-Network,Shared Savings,Low,Independent,11/28/2018
P3809,Dr. Mary Thomas,West,Out-of-Network,Capitated,Medium,Independent,8/28/2024
P3810,Dr. Michael Garcia,South,Out-of-Network,Capitated,Low,Group A,3/15/2026
P3811,Dr. Elizabeth Miller,Midwest,In-Network,Shared Savings,Low,Academic,5/17/2020
P3812,Dr. William Anderson,West,In-Network,Fee-for-Service,Medium,Independent,12/16/2016
P3813,Dr. John Garcia,Northeast,Out-of-Network,Value-Based,Low,Group C,12/3/2015
P3814,Dr. John Johnson,Midwest,Out-of-Network,Shared Savings,Medium,Academic,2/11/2018
P3815,Dr. James Garcia,West,In-Network,Capitated,Low,Group C,4/17/2019
P3816,Dr. Patricia Johnson,Northeast,In-Network,Shared Savings,Medium,Group B,10/12/2017
P3817,Dr. John Smith,West,In-Network,Shared Savings,High,Academic,9/9/2018
P3818,Dr. John Williams,South,In-Network,Capitated,High,Academic,8/5/2017
P3819,Dr. Jennifer Miller,Northeast,Out-of-Network,Fee-for-Service,Medium,Academic,2/17/2021
P3820,Dr. Elizabeth Jones,South,In-Network,Capitated,High,Independent,11/9/2021
P3821,Dr. Mary Johnson,Northeast,In-Network,Capitated,Medium,Group B,12/30/2021
P3822,Dr. David Davis,West,In-Network,Fee-for-Service,Medium,Group B,12/1/2025
P3823,Dr. Patricia Williams,West,Out-of-Network,Value-Based,High,Academic,3/13/2022
P3824,Dr. Robert Williams,Northeast,Out-of-Network,Value-Based,High,Group C,1/13/2017
P3825,Dr. James Davis,Midwest,In-Network,Shared Savings,High,Group A,3/27/2019
P3826,Dr. Mary Williams,South,Out-of-Network,Capitated,High,Academic,1/9/2018
P3827,Dr. Elizabeth Jones,Northeast,Out-of-Network,Capitated,High,Group C,5/2/2015
P3828,Dr. Patricia Brown,Northeast,Out-of-Network,Value-Based,Medium,Academic,6/30/2023
P3829,Dr. John Taylor,South,Out-of-Network,Capitated,High,Independent,2/21/2021
P3830,Dr. Jennifer Wilson,South,In-Network,Shared Savings,Medium,Group C,12/31/2022
P3831,Dr. Michael Johnson,Northeast,Out-of-Network,Fee-for-Service,Low,Group B,11/12/2025
P3832,Dr. William Jones,South,In-Network,Shared Savings,Medium,Independent,9/23/2018
P3833,Dr. Mary Taylor,Midwest,In-Network,Shared Savings,Medium,Academic,1/21/2022
P3834,Dr. Richard Brown,Northeast,In-Network,Fee-for-Service,Medium,Group C,4/27/2016
P3835,Dr. John Miller,Northeast,Out-of-Network,Value-Based,Low,Group A,2/7/2017
P3836,Dr. William Smith,Northeast,Out-of-Network,Value-Based,Medium,Group C,3/2/2024
P3837,Dr. Richard Thomas,Northeast,Out-of-Network,Capitated,Low,Independent,9/4/2016
P3838,Dr. James Anderson,Midwest,In-Network,Value-Based,Low,Group B,12/2/2015
P3839,Dr. Patricia Garcia,Midwest,In-Network,Shared Savings,Low,Academic,1/21/2016
P3840,Dr. Michael Brown,West,In-Network,Value-Based,Medium,Group B,6/6/2024
P3841,Dr. Elizabeth Davis,West,In-Network,Shared Savings,High,Group A,6/11/2025
P3842,Dr. Mary Williams,South,In-Network,Shared Savings,Low,Academic,4/3/2022
P3843,Dr. David Williams,South,In-Network,Fee-for-Service,High,Academic,6/28/2024
P3844,Dr. Barbara Johnson,Midwest,Out-of-Network,Capitated,Low,Independent,3/7/2019
P3845,Dr. Patricia Thomas,Midwest,In-Network,Fee-for-Service,Low,Group B,5/2/2022
P3846,Dr. James Garcia,Midwest,In-Network,Capitated,Medium,Group B,8/9/2018
P3847,Dr. Robert Davis,Midwest,In-Network,Fee-for-Service,Low,Group C,2/9/2018
P3848,Dr. Susan Williams,South,In-Network,Value-Based,High,Group A,11/5/2022
P3849,Dr. Richard Smith,South,In-Network,Fee-for-Service,High,Group A,1/21/2020
P3850,Dr. William Johnson,Midwest,Out-of-Network,Capitated,Medium,Group C,6/3/2015
P3851,Dr. Patricia Brown,Northeast,Out-of-Network,Shared Savings,Medium,Group A,9/11/2020
P3852,Dr. Richard Garcia,West,Out-of-Network,Fee-for-Service,Low,Academic,11/1/2018
P3853,Dr. Mary Brown,Northeast,Out-of-Network,Value-Based,High,Academic,4/20/2015
P3854,Dr. James Taylor,Midwest,Out-of-Network,Fee-for-Service,Medium,Independent,5/22/2022
P3855,Dr. Elizabeth Jones,Midwest,Out-of-Network,Shared Savings,Medium,Group C,8/26/2016
P3856,Dr. Mary Wilson,South,In-Network,Fee-for-Service,Medium,Group C,3/28/2021
P3857,Dr. Jennifer Thomas,Northeast,Out-of-Network,Value-Based,Medium,Academic,5/15/2017
P3858,Dr. Elizabeth Williams,South,In-Network,Capitated,Medium,Academic,10/18/2022
P3859,Dr. Barbara Anderson,Midwest,Out-of-Network,Shared Savings,High,Academic,3/30/2024
P3860,Dr. Mary Williams,West,In-Network,Fee-for-Service,Medium,Group A,4/30/2016
P3861,Dr. Linda Jones,West,In-Network,Capitated,High,Academic,4/26/2025
P3862,Dr. Jennifer Wilson,West,In-Network,Shared Savings,Medium,Group B,11/3/2019
P3863,Dr. Michael Jones,South,In-Network,Capitated,Low,Independent,4/2/2024
P3864,Dr. Jennifer Williams,West,In-Network,Value-Based,Medium,Group A,12/21/2016
P3865,Dr. Michael Williams,Midwest,In-Network,Fee-for-Service,Medium,Group B,10/22/2020
P3866,Dr. Richard Jones,Northeast,In-Network,Value-Based,High,Group A,1/29/2018
P3867,Dr. Mary Smith,South,Out-of-Network,Capitated,High,Academic,4/13/2016
P3868,Dr. John Jones,South,In-Network,Shared Savings,Low,Independent,7/12/2017
P3869,Dr. Linda Wilson,West,In-Network,Fee-for-Service,Low,Academic,5/8/2017
P3870,Dr. David Williams,Midwest,Out-of-Network,Value-Based,Low,Group A,7/9/2015
P3871,Dr. William Jones,West,In-Network,Value-Based,Low,Academic,8/17/2025
P3872,Dr. Michael Davis,Midwest,In-Network,Fee-for-Service,Medium,Academic,10/1/2022
P3873,Dr. Michael Davis,Midwest,In-Network,Capitated,Medium,Independent,10/1/2020
P3874,Dr. Patricia Wilson,West,Out-of-Network,Value-Based,Low,Group B,6/28/2020
P3875,Dr. Elizabeth Miller,West,Out-of-Network,Capitated,Medium,Group C,1/7/2022
P3876,Dr. John Smith,South,Out-of-Network,Shared Savings,Low,Group C,6/19/2018
P3877,Dr. Susan Miller,Northeast,Out-of-Network,Capitated,Medium,Independent,5/26/2024
P3878,Dr. David Miller,Northeast,Out-of-Network,Value-Based,Low,Independent,12/8/2021
P3879,Dr. John Smith,Northeast,Out-of-Network,Value-Based,Medium,Group A,12/14/2023
P3880,Dr. Michael Williams,Midwest,In-Network,Shared Savings,Low,Group A,9/4/2022
P3881,Dr. Barbara Johnson,South,In-Network,Value-Based,Low,Group C,2/3/2023
P3882,Dr. Susan Brown,South,In-Network,Fee-for-Service,High,Independent,5/15/2017
P3883,Dr. David Taylor,West,Out-of-Network,Capitated,High,Academic,10/15/2024
P3884,Dr. Michael Thomas,Midwest,In-Network,Fee-for-Service,Low,Academic,10/17/2021
P3885,Dr. Richard Anderson,West,In-Network,Shared Savings,Low,Group B,1/31/2019
P3886,Dr. James Davis,West,In-Network,Shared Savings,Low,Group A,6/17/2019
P3887,Dr. John Johnson,Midwest,In-Network,Capitated,High,Academic,10/12/2015
P3888,Dr. Linda Brown,Northeast,Out-of-Network,Shared Savings,Low,Academic,3/10/2025
P3889,Dr. Jennifer Johnson,West,In-Network,Fee-for-Service,High,Group A,7/10/2024
P3890,Dr. Robert Johnson,Midwest,In-Network,Capitated,High,Group C,1/18/2022
P3891,Dr. Susan Brown,Northeast,In-Network,Capitated,High,Independent,5/31/2021
P3892,Dr. Susan Jones,Midwest,In-Network,Fee-for-Service,Medium,Group C,6/30/2021
P3893,Dr. Robert Thomas,Northeast,In-Network,Shared Savings,High,Group B,10/16/2024
P3894,Dr. Richard Brown,Midwest,Out-of-Network,Value-Based,High,Group A,5/3/2017
P3895,Dr. Susan Garcia,Midwest,In-Network,Capitated,Medium,Group B,8/8/2020
P3896,Dr. Linda Anderson,Midwest,Out-of-Network,Value-Based,Medium,Group C,9/24/2020
P3897,Dr. William Smith,Northeast,Out-of-Network,Shared Savings,High,Group A,11/6/2017
P3898,Dr. Barbara Davis,Northeast,Out-of-Network,Value-Based,High,Group C,11/18/2024
P3899,Dr. Mary Smith,Midwest,In-Network,Value-Based,Medium,Group A,8/4/2017
P3900,Dr. Mary Wilson,Midwest,In-Network,Value-Based,Medium,Academic,8/28/2021
P3901,Dr. William Wilson,Midwest,In-Network,Value-Based,Low,Group B,9/6/2021
P3902,Dr. Jennifer Thomas,Midwest,In-Network,Shared Savings,High,Group A,6/18/2020
P3903,Dr. James Anderson,Midwest,Out-of-Network,Fee-for-Service,High,Group B,12/3/2015
P3904,Dr. Barbara Garcia,Northeast,In-Network,Value-Based,Low,Academic,5/31/2019
P3905,Dr. Susan Thomas,Northeast,In-Network,Value-Based,Low,Independent,9/9/2020
P3906,Dr. William Anderson,West,In-Network,Shared Savings,Low,Group A,12/22/2024
P3907,Dr. David Brown,South,Out-of-Network,Fee-for-Service,High,Group A,5/11/2016
P3908,Dr. John Jones,South,Out-of-Network,Fee-for-Service,High,Group B,3/8/2016
P3909,Dr. Robert Davis,Northeast,In-Network,Fee-for-Service,High,Academic,9/16/2025
P3910,Dr. Elizabeth Miller,West,Out-of-Network,Capitated,Medium,Academic,10/19/2025
P3911,Dr. Robert Garcia,South,In-Network,Fee-for-Service,High,Independent,5/15/2015
P3912,Dr. James Davis,South,Out-of-Network,Value-Based,High,Independent,4/9/2024
P3913,Dr. Linda Brown,West,In-Network,Capitated,Medium,Group C,5/9/2023
P3914,Dr. Mary Johnson,West,Out-of-Network,Fee-for-Service,Medium,Independent,11/28/2025
P3915,Dr. Susan Taylor,South,Out-of-Network,Value-Based,Medium,Group B,1/29/2018
P3916,Dr. Elizabeth Jones,West,Out-of-Network,Fee-for-Service,Low,Group C,12/9/2017
P3917,Dr. Linda Williams,West,Out-of-Network,Shared Savings,Medium,Group C,7/18/2018
P3918,Dr. Barbara Johnson,South,Out-of-Network,Capitated,Low,Academic,8/28/2022
P3919,Dr. John Jones,Northeast,Out-of-Network,Fee-for-Service,High,Group A,10/23/2016
P3920,Dr. Richard Miller,Northeast,Out-of-Network,Value-Based,High,Group B,1/2/2023
P3921,Dr. James Brown,West,Out-of-Network,Fee-for-Service,Low,Independent,9/8/2025
P3922,Dr. Mary Williams,Midwest,In-Network,Shared Savings,Medium,Group A,12/20/2017
P3923,Dr. Barbara Williams,Midwest,Out-of-Network,Value-Based,Low,Group B,10/13/2023
P3924,Dr. William Smith,West,In-Network,Fee-for-Service,Low,Group A,6/29/2021
P3925,Dr. Mary Garcia,West,Out-of-Network,Value-Based,Medium,Group B,2/8/2016
P3926,Dr. Jennifer Garcia,Northeast,Out-of-Network,Capitated,Medium,Academic,5/25/2023
P3927,Dr. William Brown,West,In-Network,Fee-for-Service,Medium,Academic,6/11/2016
P3928,Dr. Robert Thomas,West,In-Network,Capitated,High,Group C,12/14/2016
P3929,Dr. Jennifer Garcia,West,In-Network,Capitated,Medium,Group B,1/13/2019
P3930,Dr. Susan Garcia,West,In-Network,Shared Savings,High,Academic,1/21/2023
P3931,Dr. James Brown,Northeast,Out-of-Network,Capitated,Medium,Academic,10/29/2023
P3932,Dr. Linda Williams,South,Out-of-Network,Shared Savings,Medium,Academic,4/6/2016
P3933,Dr. Mary Davis,Northeast,Out-of-Network,Fee-for-Service,Medium,Group B,6/25/2015
P3934,Dr. Robert Wilson,South,In-Network,Fee-for-Service,Low,Independent,11/16/2022
P3935,Dr. Mary Davis,West,In-Network,Capitated,Low,Group B,2/28/2015
P3936,Dr. Richard Taylor,West,In-Network,Capitated,Low,Group C,2/8/2015
P3937,Dr. Richard Garcia,South,Out-of-Network,Capitated,High,Group A,1/11/2015
P3938,Dr. William Johnson,Midwest,In-Network,Capitated,Low,Group C,10/13/2025
P3939,Dr. Mary Johnson,Northeast,Out-of-Network,Capitated,Medium,Independent,3/5/2025
P3940,Dr. David Wilson,West,Out-of-Network,Fee-for-Service,High,Academic,10/23/2019
P3941,Dr. Susan Brown,Northeast,In-Network,Value-Based,Medium,Group B,8/10/2022
P3942,Dr. Michael Thomas,Midwest,Out-of-Network,Fee-for-Service,High,Independent,11/30/2025
P3943,Dr. John Wilson,Midwest,In-Network,Fee-for-Service,Low,Group C,4/24/2024
P3944,Dr. William Wilson,South,Out-of-Network,Shared Savings,High,Independent,12/21/2015
P3945,Dr. David Smith,West,In-Network,Shared Savings,Low,Independent,11/1/2021
P3946,Dr. Barbara Wilson,Midwest,In-Network,Fee-for-Service,Low,Group C,3/27/2020
P3947,Dr. William Wilson,South,Out-of-Network,Value-Based,High,Independent,7/22/2022
P3948,Dr. Susan Jones,South,Out-of-Network,Shared Savings,Medium,Group C,8/14/2015
P3949,Dr. Richard Brown,West,Out-of-Network,Fee-for-Service,High,Group C,8/31/2015
P3950,Dr. James Garcia,Northeast,Out-of-Network,Fee-for-Service,High,Group B,2/24/2019
P3951,Dr. John Miller,Northeast,In-Network,Shared Savings,Low,Independent,12/4/2019
P3952,Dr. Barbara Johnson,West,In-Network,Capitated,Medium,Independent,1/22/2021
P3953,Dr. Mary Garcia,South,Out-of-Network,Shared Savings,High,Independent,10/22/2015
P3954,Dr. Linda Brown,Midwest,In-Network,Value-Based,High,Academic,3/22/2023
P3955,Dr. David Wilson,Midwest,Out-of-Network,Value-Based,Medium,Academic,7/25/2015
P3956,Dr. Michael Johnson,Midwest,Out-of-Network,Capitated,High,Group C,3/7/2016
P3957,Dr. William Brown,South,In-Network,Value-Based,Medium,Group C,3/19/2019
P3958,Dr. James Jones,Northeast,Out-of-Network,Capitated,Medium,Group B,12/14/2022
P3959,Dr. Robert Taylor,West,In-Network,Fee-for-Service,Medium,Group A,1/21/2019
P3960,Dr. Jennifer Brown,Midwest,Out-of-Network,Capitated,Low,Group B,4/28/2016
P3961,Dr. James Garcia,Northeast,Out-of-Network,Value-Based,Low,Group A,6/10/2024
P3962,Dr. Patricia Smith,South,Out-of-Network,Shared Savings,Low,Group B,2/10/2017
P3963,Dr. John Davis,Midwest,In-Network,Value-Based,Low,Group C,7/15/2015
P3964,Dr. Elizabeth Wilson,South,Out-of-Network,Shared Savings,Low,Group C,2/14/2021
P3965,Dr. Richard Smith,South,In-Network,Shared Savings,Medium,Group C,4/12/2016
P3966,Dr. James Davis,Northeast,In-Network,Value-Based,Medium,Group C,10/7/2021
P3967,Dr. Robert Garcia,Northeast,In-Network,Fee-for-Service,High,Academic,6/13/2019
P3968,Dr. Linda Johnson,Midwest,In-Network,Value-Based,High,Independent,3/27/2022
P3969,Dr. John Taylor,West,In-Network,Value-Based,Medium,Group C,9/11/2023
P3970,Dr. Robert Wilson,West,In-Network,Value-Based,Low,Group A,4/14/2020
P3971,Dr. John Johnson,West,Out-of-Network,Fee-for-Service,Medium,Group C,8/13/2020
P3972,Dr. William Wilson,South,Out-of-Network,Fee-for-Service,Low,Independent,11/3/2019
P3973,Dr. Elizabeth Thomas,South,Out-of-Network,Shared Savings,High,Group C,12/12/2022
P3974,Dr. Patricia Jones,Midwest,Out-of-Network,Fee-for-Service,High,Group B,2/17/2021
P3975,Dr. Robert Anderson,South,In-Network,Shared Savings,Low,Group B,6/17/2019
P3976,Dr. Mary Johnson,Northeast,Out-of-Network,Shared Savings,High,Group B,12/4/2020
P3977,Dr. David Anderson,Midwest,Out-of-Network,Capitated,Medium,Group C,10/24/2023
P3978,Dr. James Williams,South,In-Network,Value-Based,High,Group A,2/28/2023
P3979,Dr. Linda Smith,Northeast,Out-of-Network,Capitated,Low,Academic,8/31/2022
P3980,Dr. David Brown,Northeast,Out-of-Network,Capitated,High,Academic,10/7/2024
P3981,Dr. Linda Wilson,West,In-Network,Fee-for-Service,Medium,Group B,7/17/2020
P3982,Dr. Elizabeth Miller,Northeast,In-Network,Capitated,Low,Academic,1/18/2020
P3983,Dr. James Jones,Northeast,In-Network,Value-Based,Medium,Independent,4/28/2018
P3984,Dr. James Miller,Midwest,In-Network,Shared Savings,High,Group C,1/27/2015
